run,dataset,model,retriever,method,mode,metric,n,mean,ci_low,ci_high
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_f1,100,0.252913,0.225447,0.280347
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,answer_coverage,100,0.646978,0.603916,0.691076
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,semantic_similarity,100,0.426009,0.393483,0.456546
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Safe Adaptive Context,answer_aware_fallback,total_tokens,100,985.01,924.8365,1046.20275
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_f1,100,0.247221,0.219222,0.277061
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,answer_coverage,100,0.641527,0.60031,0.683015
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,semantic_similarity,100,0.407015,0.37456,0.438384
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_10_evidence_ngram_neighbors,fixed_10_evidence_ngram_neighbors,total_tokens,100,2660.7,2551.66425,2778.307
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,answer_f1,100,0.20353,0.178726,0.228837
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,answer_coverage,100,0.544584,0.492926,0.594145
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,semantic_similarity,100,0.363887,0.330517,0.397097
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-10,fixed_10_full,total_tokens,100,3781.14,3695.1395,3860.3195
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_f1,100,0.250054,0.223624,0.277615
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,answer_coverage,100,0.638362,0.593533,0.684547
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,semantic_similarity,100,0.422178,0.392016,0.453619
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_3_evidence_ngram_neighbors,fixed_3_evidence_ngram_neighbors,total_tokens,100,926.48,884.87675,971.4545
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,answer_f1,100,0.267859,0.237759,0.297425
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,answer_coverage,100,0.659386,0.610993,0.70714
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,semantic_similarity,100,0.439481,0.408328,0.47005
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-3,fixed_3_full,total_tokens,100,1323.35,1256.10475,1392.05675
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_f1,100,0.250564,0.222442,0.279279
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,answer_coverage,100,0.633236,0.587492,0.678762
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,semantic_similarity,100,0.418293,0.388184,0.452312
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_5_evidence_ngram_neighbors,fixed_5_evidence_ngram_neighbors,total_tokens,100,1434.53,1368.078,1507.77125
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,answer_f1,100,0.265123,0.237977,0.294398
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,answer_coverage,100,0.675999,0.628511,0.724113
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,semantic_similarity,100,0.442579,0.411261,0.472164
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-5,fixed_5_full,total_tokens,100,2105.76,2012.047,2203.722
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_f1,100,0.259364,0.229962,0.288637
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,answer_coverage,100,0.659648,0.614713,0.703024
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,semantic_similarity,100,0.427251,0.394752,0.45826
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,fixed_7_evidence_ngram_neighbors,fixed_7_evidence_ngram_neighbors,total_tokens,100,1924.61,1830.58725,2009.52325
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,answer_f1,100,0.26181,0.231178,0.292863
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,answer_coverage,100,0.673588,0.626689,0.717754
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,semantic_similarity,100,0.439126,0.406869,0.470799
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Fixed Top-7,fixed_7_full,total_tokens,100,2897.9,2783.33175,3015.19675
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_f1,100,0.25804,0.230085,0.289877
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,answer_coverage,100,0.650273,0.605825,0.695714
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,semantic_similarity,100,0.425665,0.394938,0.458072
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,heuristic_rules_evidence_ngram_neighbors,heuristic_rules_evidence_ngram_neighbors,total_tokens,100,1782.8,1675.84875,1884.72275
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_f1,100,0.26454,0.234817,0.295906
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,answer_coverage,100,0.668578,0.622189,0.716261
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,semantic_similarity,100,0.437337,0.404319,0.47062
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,Heuristic Rules,heuristic_rules_full,total_tokens,100,2651.75,2506.0555,2809.1875
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_f1,100,0.303308,0.272747,0.333313
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,answer_coverage,100,0.638718,0.59378,0.686517
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,semantic_similarity,100,0.449526,0.421352,0.479045
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,no_retrieval_evidence_ngram_neighbors,no_retrieval_evidence_ngram_neighbors,total_tokens,100,141.84,137.1095,146.72025
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,No Retrieval,no_retrieval_full,answer_f1,100,0.304012,0.272117,0.337568
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,No Retrieval,no_retrieval_full,answer_coverage,100,0.638218,0.593327,0.684182
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,No Retrieval,no_retrieval_full,semantic_similarity,100,0.450881,0.420039,0.480539
scifact_mistral_final_eval100,SciFact,Mistral,TF-IDF,No Retrieval,no_retrieval_full,total_tokens,100,141.78,137.06,147.0
