retriever,query_id,ranked_doc_ids,scores,ndcg_at_10,mrr_at_10,recall_at_10
dense,5a7a3a945542996a35c17147,"[""5a7a3a945542996a35c17147::doc_3::One Raffles Place"", ""5a7a3a945542996a35c17147::doc_7::Republic Plaza (Singapore)"", ""5a7a3a945542996a35c17147::doc_1::One Raffles Link"", ""5a7a3a945542996a35c17147::doc_9::Raffles Place"", ""5a7a3a945542996a35c17147::doc_8::One Marina Boulevard"", ""5a7a3a945542996a35c17147::doc_4::CapitaGreen"", ""5a7a3a945542996a35c17147::doc_5::Chevron House"", ""5a7a3a945542996a35c17147::doc_6::Raffles Place MRT Station"", ""5a834ed95542990548d0b1ca::doc_4::Manhattan Life Insurance Building"", ""5a834ed95542990548d0b1ca::doc_5::New York Life Insurance Building (Montreal)""]","[0.922363, 0.883789, 0.869629, 0.86377, 0.862305, 0.861328, 0.848145, 0.845703, 0.817383, 0.816406]",0.613147,1.0,0.5
dense,5ab9b29c554299743d22ebae,"[""5ab9b29c554299743d22ebae::doc_6::Craig v. Boren"", ""5ab9b29c554299743d22ebae::doc_2::United States v. Paramount Pictures, Inc."", ""5ab9b29c554299743d22ebae::doc_4::United States v. Binion"", ""5ab9b29c554299743d22ebae::doc_0::Block booking"", ""5ab9b29c554299743d22ebae::doc_7::City of Norwood v. Horney"", ""5a88658955429938390d3f47::doc_1::Rostker v. Goldberg"", ""5ab28019554299722f9b4d51::doc_0::Fraley v. Facebook, Inc."", ""5ab9b29c554299743d22ebae::doc_5::Lau Kong Yung v Director of Immigration"", ""5ab9b29c554299743d22ebae::doc_9::Criminal law in the Marshall Court"", ""5ab9b29c554299743d22ebae::doc_3::R v Van der Peet""]","[0.873535, 0.869629, 0.811523, 0.79834, 0.79541, 0.79541, 0.79541, 0.785156, 0.782715, 0.776367]",1.0,1.0,1.0
dense,5a8b63fa55429950cd6afcd7,"[""5a8b63fa55429950cd6afcd7::doc_2::Darling's Waterfront Pavilion"", ""5a8b63fa55429950cd6afcd7::doc_5::Paulus Hook, Jersey City"", ""5a8b63fa55429950cd6afcd7::doc_3::Oleson Park Music Pavilion"", ""5a8b63fa55429950cd6afcd7::doc_4::Concord Pavilion"", ""5ae2dfd155429928c423951b::doc_4::Shelly Beach (Manly)"", ""5ae0006755429925eb1afbd3::doc_5::Up Your Alley Fair"", ""5ae0006755429925eb1afbd3::doc_7::Bubblegum Alley"", ""5ae67dba55429908198fa5f0::doc_2::Millington, Tennessee"", ""5a8b63fa55429950cd6afcd7::doc_9::Grandview Park Music Pavilion"", ""5a8b63fa55429950cd6afcd7::doc_6::Bangor, Maine""]","[0.899414, 0.815918, 0.807617, 0.799805, 0.797363, 0.796875, 0.79541, 0.794922, 0.793945, 0.792969]",0.790386,1.0,1.0
dense,5ade51b45542997c77adedf4,"[""5ade51b45542997c77adedf4::doc_7::2008 Kansas City Wizards season"", ""5ade51b45542997c77adedf4::doc_4::1999 Kansas City Wizards season"", ""5ade51b45542997c77adedf4::doc_9::1998 Kansas City Wizards season"", ""5ade51b45542997c77adedf4::doc_3::1997 Kansas City Wizards season"", ""5ade51b45542997c77adedf4::doc_2::CommunityAmerica Ballpark"", ""5ade51b45542997c77adedf4::doc_6::All-time Sporting Kansas City roster"", ""5ade51b45542997c77adedf4::doc_1::Children's Mercy Park"", ""5ade51b45542997c77adedf4::doc_0::Shawnee Mission District Stadium"", ""5a7166395542994082a3e814::doc_8::History of the Kansas City metropolitan area"", ""5ade51b45542997c77adedf4::doc_5::MLS Cup 2004""]","[0.892578, 0.869629, 0.869141, 0.863281, 0.841309, 0.833496, 0.830566, 0.818848, 0.809082, 0.808594]",0.44158,0.2,1.0
dense,5ae4c49a5542995dadf24400,"[""5ae4c49a5542995dadf24400::doc_6::Henry Hall (American revolution)"", ""5ae4c49a5542995dadf24400::doc_2::Blanket bog"", ""5ae4c49a5542995dadf24400::doc_7::John Adlum"", ""5a7633ad5542992db9473741::doc_5::Savage's Station, Virginia"", ""5ac289ff5542996366519a02::doc_8::Fen"", ""5a78bd9b554299078472774a::doc_9::Coral Gardens and Their Magic"", ""5a8b987f5542997f31a41d7a::doc_7::Rubislaw quarry"", ""5ae4c49a5542995dadf24400::doc_1::Historic Camden Revolutionary War Site"", ""5a8c65a1554299585d9e3680::doc_5::Shiners' War"", ""5a7a5b3a5542996c55b2dd71::doc_4::Grange Hall (Murphysboro, Illinois)""]","[0.882812, 0.795898, 0.788574, 0.780273, 0.77832, 0.772949, 0.771973, 0.771973, 0.771484, 0.770996]",0.613147,1.0,0.5
dense,5a7d3470554299452d57bb56,"[""5a7d3470554299452d57bb56::doc_1::Strip search phone call scam"", ""5a7d3470554299452d57bb56::doc_0::Compliance (film)"", ""5aba749055429901930fa7d8::doc_6::Cops and Robbers (1973 film)"", ""5a7d3470554299452d57bb56::doc_7::Part-time job terrorism"", ""5adef80b5542993a75d263c4::doc_0::Snatch (film)"", ""5ab3b0bf5542992ade7c6e39::doc_9::Get Christie Love!"", ""5a7a230e5542996a35c170ee::doc_1::Operation Mojo"", ""5ab271fe554299449642c8a6::doc_3::Parody film"", ""5a877e5d5542993e715abf7d::doc_7::It Could Happen to You (1994 film)"", ""5a87d8215542994775f60800::doc_8::Street Kings 2: Motor City""]","[0.893066, 0.825684, 0.810059, 0.805664, 0.797852, 0.794922, 0.793457, 0.790039, 0.787598, 0.786621]",1.0,1.0,1.0
dense,5ae4f2c75542993aec5ec0fb,"[""5ae4f2c75542993aec5ec0fb::doc_6::American Airlines Shuttle"", ""5ae4f2c75542993aec5ec0fb::doc_3::Logan International Airport"", ""5ae4f2c75542993aec5ec0fb::doc_8::Denver International Airport"", ""5ae4f2c75542993aec5ec0fb::doc_2::Charlotte Douglas International Airport"", ""5ae4f2c75542993aec5ec0fb::doc_9::Eastern Air Lines Shuttle"", ""5ab51dae5542991779162d82::doc_7::Bishop International Airport"", ""5ab51dae5542991779162d82::doc_1::Pensacola International Airport"", ""5ab51dae5542991779162d82::doc_5::John Glenn Columbus International Airport"", ""5ae4f2c75542993aec5ec0fb::doc_4::Coimbatore International Airport"", ""5ae4f2c75542993aec5ec0fb::doc_7::Dalian Zhoushuizi International Airport""]","[0.87793, 0.852539, 0.838867, 0.835938, 0.829102, 0.811035, 0.80957, 0.807617, 0.800293, 0.796387]",1.0,1.0,1.0
dense,5ab1d7ac554299449642c7e6,"[""5ab1d7ac554299449642c7e6::doc_1::Ehretia"", ""5ab1d7ac554299449642c7e6::doc_0::Xanthoceras"", ""5ab642845542995eadeeff8e::doc_9::Hawkinsara"", ""5ab642845542995eadeeff8e::doc_2::Otaara"", ""5ab642845542995eadeeff8e::doc_8::Cattleytonia"", ""5abd259d55429924427fcf1a::doc_1::Huernia"", ""5a8e068b5542995085b37384::doc_3::Silene"", ""5a8e068b5542995085b37384::doc_1::Silene tomentosa"", ""5ab642845542995eadeeff8e::doc_4::Laeliocattleya"", ""5a8e068b5542995085b37384::doc_5::Silene menziesii""]","[0.867188, 0.858398, 0.787598, 0.785645, 0.782715, 0.782227, 0.78125, 0.779297, 0.777832, 0.776367]",1.0,1.0,1.0
dense,5a85cead5542991dd0999ea9,"[""5a85cead5542991dd0999ea9::doc_1::Ron Herbel"", ""5a85cead5542991dd0999ea9::doc_9::List of Major League Baseball batting champions"", ""5a7f113d55429934daa2fcbe::doc_4::Dizzy Dean"", ""5ae748d1554299572ea547b0::doc_8::Wayne Garland"", ""5a85cead5542991dd0999ea9::doc_3::Frank Thomas' Big Hurt"", ""5a85cead5542991dd0999ea9::doc_6::Germ\u00e1n Barranca"", ""5a85cead5542991dd0999ea9::doc_4::Frank Crossin"", ""5a85cead5542991dd0999ea9::doc_0::Jack Fox (baseball)"", ""5a85cead5542991dd0999ea9::doc_7::1921 Detroit Tigers season"", ""5a7f113d55429934daa2fcbe::doc_9::Mickey Mantle""]","[0.838867, 0.830566, 0.82959, 0.828125, 0.825684, 0.820312, 0.819336, 0.818359, 0.813477, 0.8125]",0.237198,0.2,0.5
dense,5a73a7c755429978a71e9068,"[""5a73a7c755429978a71e9068::doc_9::Something There"", ""5a73a7c755429978a71e9068::doc_7::Beauty and the Beast (Disney song)"", ""5a73a7c755429978a71e9068::doc_8::Paige O'Hara"", ""5a73a7c755429978a71e9068::doc_3::Belle (Disney song)"", ""5a73a7c755429978a71e9068::doc_2::Be Our Guest"", ""5a73a7c755429978a71e9068::doc_4::Belle (Disney)"", ""5a73a7c755429978a71e9068::doc_6::Evermore (Beauty and the Beast song)"", ""5a73a7c755429978a71e9068::doc_0::Robby Benson"", ""5ac3e0f7554299194317388b::doc_9::American Beauty (soundtrack)"", ""5a722b8655429971e9dc9329::doc_0::Nancy Sinatra""]","[0.885742, 0.85498, 0.834961, 0.834961, 0.83252, 0.831543, 0.816406, 0.815918, 0.803711, 0.800293]",0.919721,1.0,1.0
dense,5a7f113d55429934daa2fcbe,"[""5a7f113d55429934daa2fcbe::doc_1::Greatest Sports Legends"", ""5a7f113d55429934daa2fcbe::doc_2::Reggie Jackson"", ""5a7f113d55429934daa2fcbe::doc_6::Babe Ruth"", ""5a7f113d55429934daa2fcbe::doc_4::Dizzy Dean"", ""5ae0006755429925eb1afbd3::doc_1::Philadelphia Baseball Wall of Fame"", ""5a85cead5542991dd0999ea9::doc_5::Frank Thomas (designated hitter)"", ""5a7f113d55429934daa2fcbe::doc_9::Mickey Mantle"", ""5ae748d1554299572ea547b0::doc_8::Wayne Garland"", ""5a7f113d55429934daa2fcbe::doc_7::Robin Ventura"", ""5a85cead5542991dd0999ea9::doc_1::Ron Herbel""]","[0.845215, 0.835938, 0.830566, 0.825684, 0.820801, 0.818359, 0.817871, 0.809082, 0.807617, 0.803223]",1.0,1.0,1.0
dense,5ae6828f5542996d980e7bb9,"[""5ae6828f5542996d980e7bb9::doc_5::Salisbury Woodland Gardens, Blackpool"", ""5ab2a186554299295394677b::doc_9::Forbury Gardens"", ""5ae6828f5542996d980e7bb9::doc_2::Stanley Park, Blackpool"", ""5ab2a186554299295394677b::doc_4::Maiwand Lion"", ""5a8b63fa55429950cd6afcd7::doc_3::Oleson Park Music Pavilion"", ""5ae7eaf65542994a481bbe1d::doc_9::Digswell Park"", ""5a7a5b3a5542996c55b2dd71::doc_0::Warriparinga"", ""5a75f0ea5542994ccc91866c::doc_8::Strawberry Park, Cheshire"", ""5a88dcf9554299206df2b383::doc_1::Lung Fu Shan Country Park"", ""5ab2a186554299295394677b::doc_7::The Forbury Hotel""]","[0.883789, 0.800781, 0.792969, 0.791016, 0.784668, 0.776367, 0.775879, 0.773926, 0.770996, 0.77002]",0.919721,1.0,1.0
dense,5ab31864554299233954ff06,"[""5ab31864554299233954ff06::doc_0::Apratim Majumdar"", ""5ab31864554299233954ff06::doc_1::Sarod"", ""5ab31864554299233954ff06::doc_6::Udaka vadya"", ""5a74106b55429979e288289e::doc_4::Sachin Warrier"", ""5ab7f0015542992aa3b8c88b::doc_5::Didi Beck"", ""5a7a0e1e5542990783324e1a::doc_5::Viol"", ""5ab31864554299233954ff06::doc_5::Experimental musical instrument"", ""5ab31864554299233954ff06::doc_2::Chander Bari"", ""5ab6ba245542995eadef007f::doc_1::Kakoy Legaspi"", ""5ab31864554299233954ff06::doc_9::Accompaniment""]","[0.894531, 0.837891, 0.822754, 0.814453, 0.810547, 0.807617, 0.807129, 0.802246, 0.802246, 0.79834]",1.0,1.0,1.0
dense,5abe239355429976d4830a7d,"[""5abe239355429976d4830a7d::doc_1::Jamie Harris (actor)"", ""5a87d8215542994775f60800::doc_5::Harsh Times"", ""5a8b57f25542995d1e6f1371::doc_0::Ed Wood (film)"", ""5a738fe855429908901be2fb::doc_3::Robin Hood (2018 film)"", ""5abc0a5d5542993f40c73c64::doc_0::Hackers (film)"", ""5ac2acff55429921a00ab02b::doc_0::The Hard Easy (film)"", ""5ab7e4dc5542995dae37e9df::doc_9::The Lone Ranger (2013 film)"", ""5ab3b0bf5542992ade7c6e39::doc_7::End of Days (film)"", ""5a8d5fc6554299585d9e37c6::doc_7::Stormbreaker (film)"", ""5abe239355429976d4830a7d::doc_9::The Dragon, the Hero""]","[0.865234, 0.803711, 0.79834, 0.796387, 0.79541, 0.794922, 0.79248, 0.787598, 0.787598, 0.787109]",0.613147,1.0,0.5
dense,5ac2659b55429963665199a1,"[""5ac2659b55429963665199a1::doc_6::Harry Prowell"", ""5ac2659b55429963665199a1::doc_5::Brian MacLaren"", ""5ac2659b55429963665199a1::doc_0::Ross MacKenzie (athlete)"", ""5ac2659b55429963665199a1::doc_4::10,000 metres"", ""5ac2659b55429963665199a1::doc_8::Nora Rocha"", ""5ac2659b55429963665199a1::doc_7::Dave Bailey (athlete)"", ""5ac2659b55429963665199a1::doc_1::European 10,000m Cup"", ""5ac2659b55429963665199a1::doc_9::2011 Pan American Games"", ""5a77724455429972597f153e::doc_7::1957 Indianapolis 500"", ""5a77724455429972597f153e::doc_8::1964 Armstrong 500""]","[0.88623, 0.823242, 0.820801, 0.81543, 0.803223, 0.801758, 0.80127, 0.793457, 0.790527, 0.787598]",0.877215,1.0,1.0
dense,5ae058e855429945ae959331,"[""5ae058e855429945ae959331::doc_6::Chrysalis (magazine)"", ""5ae058e855429945ae959331::doc_3::Look (UK magazine)"", ""5a7bbb64554299042af8f7cc::doc_8::Snoecks"", ""5ae058e855429945ae959331::doc_0::List of magazines in Malaysia"", ""5ae058e855429945ae959331::doc_4::Lifestyle magazine"", ""5ae058e855429945ae959331::doc_5::Customer magazine"", ""5a8bb29b554299240d9c2089::doc_3::Cool from the Wire"", ""5ab3b0bf5542992ade7c6e39::doc_9::Get Christie Love!"", ""5a7bbb64554299042af8f7cc::doc_7::Index Magazine"", ""5a7bbb64554299042af8f7cc::doc_3::Lady Gaga x Terry Richardson""]","[0.862793, 0.862305, 0.787598, 0.786133, 0.783691, 0.783203, 0.782227, 0.77832, 0.777832, 0.771484]",1.0,1.0,1.0
dense,5a7b8749554299294a54a9db,"[""5a7b8749554299294a54a9db::doc_5::Thomas Friedman"", ""5a7b8749554299294a54a9db::doc_4::Henri Bergson"", ""5a7b8749554299294a54a9db::doc_1::Duration (philosophy)"", ""5a7b8749554299294a54a9db::doc_7::Time and Free Will"", ""5a7b8749554299294a54a9db::doc_0::Introduction to Metaphysics (Bergson)"", ""5a7b8749554299294a54a9db::doc_9::Matter and Memory"", ""5a7b8749554299294a54a9db::doc_8::Moina Mathers"", ""5a7b8749554299294a54a9db::doc_6::\u00c9lan vital"", ""5adf65555542992d7e9f9334::doc_8::Wendell Berry"", ""5a78bd9b554299078472774a::doc_1::Thomas Hylland Eriksen""]","[0.875488, 0.857422, 0.812988, 0.806641, 0.799316, 0.797852, 0.79248, 0.788574, 0.785156, 0.782715]",1.0,1.0,1.0
dense,5a864ff7554299211dda2af2,"[""5a864ff7554299211dda2af2::doc_4::Yoann Lemoine"", ""5a864ff7554299211dda2af2::doc_7::Yayo (Lana Del Rey song)"", ""5a864ff7554299211dda2af2::doc_6::Blue Jeans (Lana Del Rey song)"", ""5a864ff7554299211dda2af2::doc_3::Video Games (song)"", ""5ae7ba7a5542993210983f12::doc_9::Stay (Sugarland song)"", ""5a864ff7554299211dda2af2::doc_2::Kill Kill (song)"", ""5a864ff7554299211dda2af2::doc_0::Lana Del Rey (EP)"", ""5a864ff7554299211dda2af2::doc_1::Back to December"", ""5a7b3f4d5542992d025e67bb::doc_7::La La Land (Demi Lovato song)"", ""5a864ff7554299211dda2af2::doc_8::Lana Del Rey videography""]","[0.890137, 0.834473, 0.820801, 0.813477, 0.801758, 0.800781, 0.800781, 0.799316, 0.79541, 0.79541]",0.806574,1.0,1.0
dense_cross_encoder,5a8e1027554299653c1aa15f,"[""5a8e1027554299653c1aa15f::doc_1::2015\u201316 Colorado Buffaloes men's basketball team"", ""5a8e1027554299653c1aa15f::doc_9::2014\u201315 Colorado Buffaloes men's basketball team"", ""5a8e1027554299653c1aa15f::doc_0::2016\u201317 Colorado Buffaloes men's basketball team"", ""5a8e1027554299653c1aa15f::doc_3::2015 Colorado Buffaloes football team"", ""5a8e1027554299653c1aa15f::doc_6::2011 Colorado Buffaloes football team"", ""5a8e1027554299653c1aa15f::doc_7::2014 Colorado Buffaloes football team"", ""5a8e1027554299653c1aa15f::doc_5::1989 Colorado Buffaloes football team"", ""5a8e1027554299653c1aa15f::doc_4::2012 Colorado Buffaloes football team"", ""5a8e1027554299653c1aa15f::doc_2::2009 Colorado Buffaloes football team"", ""5a8e1027554299653c1aa15f::doc_8::2009 Big 12 Conference football season""]","[4.800325, 4.737442, 4.72462, 4.686472, 4.619938, 4.613104, 4.59037, 4.556593, 3.92515, 2.875061]",0.361815,0.111111,1.0
dense_cross_encoder,5ab84bf555429916710eb01f,"[""5ab84bf555429916710eb01f::doc_8::Euromarch\u00e9"", ""5ab84bf555429916710eb01f::doc_4::Carrefour"", ""5ab84bf555429916710eb01f::doc_6::SavaCentre"", ""5ab84bf555429916710eb01f::doc_2::Tesco Extra"", ""5ab84bf555429916710eb01f::doc_3::Tazweed Center"", ""5ab84bf555429916710eb01f::doc_9::Lewis's"", ""5ab84bf555429916710eb01f::doc_0::Selver"", ""5ab84bf555429916710eb01f::doc_7::Uno-X"", ""5ab84bf555429916710eb01f::doc_5::John A. Brown (department store)"", ""5ac120c55542992a796dedfc::doc_5::Manischewitz""]","[3.67251, 0.905881, -1.383816, -3.030013, -4.53713, -4.666848, -4.786162, -6.804147, -8.923693, -10.560343]",1.0,1.0,1.0
dense_cross_encoder,5a77724455429972597f153e,"[""5a77724455429972597f153e::doc_7::1957 Indianapolis 500"", ""5a77724455429972597f153e::doc_1::Carolina Dodge Dealers 400"", ""5a77724455429972597f153e::doc_0::Subway 400"", ""5a77724455429972597f153e::doc_9::Allison Transmission"", ""5a77724455429972597f153e::doc_8::1964 Armstrong 500"", ""5a77724455429972597f153e::doc_3::Indianapolis Motor Speedway"", ""5a77724455429972597f153e::doc_4::Lean Horse Ultramarathon"", ""5a77724455429972597f153e::doc_2::Louis Schwitzer Award"", ""5a77724455429972597f153e::doc_5::Orange County Fair Speedway"", ""5a77724455429972597f153e::doc_6::Johnny Rutherford""]","[2.125155, -0.118639, -2.28513, -2.646348, -2.947662, -4.183249, -5.245578, -5.361197, -6.602687, -7.381021]",0.831555,1.0,1.0
dense_cross_encoder,5a87c13f5542996e4f30890c,"[""5a87c13f5542996e4f30890c::doc_3::Franco Corelli"", ""5a87c13f5542996e4f30890c::doc_6::Tosca (1956 film)"", ""5a87c13f5542996e4f30890c::doc_1::La Boh\u00e8me (1988 film)"", ""5a87c13f5542996e4f30890c::doc_8::Cesira Ferrani"", ""5a87c13f5542996e4f30890c::doc_0::Ron Bottcher"", ""5a87c13f5542996e4f30890c::doc_5::La fanciulla del West"", ""5a87c13f5542996e4f30890c::doc_4::O mio babbino caro"", ""5a87c13f5542996e4f30890c::doc_2::Gianni Schicchi"", ""5a87c13f5542996e4f30890c::doc_9::Jacopo Puccini"", ""5a87c13f5542996e4f30890c::doc_7::Festival Puccini""]","[3.135814, 2.975404, 2.741523, 1.757587, 1.613919, 1.41949, 1.112721, 0.836033, 0.747767, -2.036445]",1.0,1.0,1.0
dense_cross_encoder,5ab96ab755429970cfb8eacd,"[""5ab96ab755429970cfb8eacd::doc_3::On My Mind (Ellie Goulding song)"", ""5ab96ab755429970cfb8eacd::doc_7::Delirium (Ellie Goulding album)"", ""5ab96ab755429970cfb8eacd::doc_8::Something in the Way You Move"", ""5ab96ab755429970cfb8eacd::doc_0::Halcyon (album)"", ""5ab96ab755429970cfb8eacd::doc_5::Delirium World Tour"", ""5ab96ab755429970cfb8eacd::doc_4::Army (Ellie Goulding song)"", ""5ab96ab755429970cfb8eacd::doc_9::List of songs recorded by Ellie Goulding"", ""5ab96ab755429970cfb8eacd::doc_1::Love Me like You Do"", ""5ab96ab755429970cfb8eacd::doc_2::Outside (Calvin Harris song)"", ""5ab96ab755429970cfb8eacd::doc_6::Flashlight (DJ Fresh song)""]","[6.384495, 5.742531, 5.25403, 4.946067, 4.8773, 4.689772, 4.428996, 4.248766, 2.888429, 1.250972]",1.0,1.0,1.0
dense_cross_encoder,5a8a43eb5542996c9b8d5e82,"[""5a8a43eb5542996c9b8d5e82::doc_9::Westminster School, Adelaide"", ""5a713ea95542994082a3e6e4::doc_0::High Commission of Australia, London"", ""5a8a43eb5542996c9b8d5e82::doc_0::Sainik School Balachadi, Jamnagar"", ""5a8a43eb5542996c9b8d5e82::doc_6::Grace Church School"", ""5a8a43eb5542996c9b8d5e82::doc_4::Princeton High School (Illinois)"", ""5a8a43eb5542996c9b8d5e82::doc_8::Grennaskolan"", ""5ae2dfd155429928c423951b::doc_9::Yanco Agricultural High School"", ""5a8a43eb5542996c9b8d5e82::doc_3::Marion, South Australia"", ""5a8a43eb5542996c9b8d5e82::doc_5::Concho Indian Boarding School"", ""5a8a43eb5542996c9b8d5e82::doc_1::PNG solution""]","[4.253418, -4.32893, -4.403486, -4.789764, -4.835639, -4.972132, -5.343052, -6.028101, -6.053367, -7.130712]",0.806574,1.0,1.0
dense_cross_encoder,5ae73acb5542991e8301cc07,"[""5ae73acb5542991e8301cc07::doc_8::D1NZ"", ""5ae73acb5542991e8301cc07::doc_7::Drifting (motorsport)"", ""5ae73acb5542991e8301cc07::doc_3::Raaz Pichhle Janam Ka"", ""5ae82ae555429952e35eaa71::doc_9::Damon Dark"", ""5a7ed2c655429930675135e5::doc_6::Dancing on the Edge (TV series)"", ""5adf58f15542993a75d264d2::doc_1::The Young Ones (video game)"", ""5ae305df5542992decbdcdc3::doc_1::Dead or Alive 5 Plus"", ""5a79311755429970f5fffe67::doc_2::Neuro: Supernatural Detective"", ""5adddccd5542997dc7907069::doc_8::Trainmaster Command Control"", ""5adef80b5542993a75d263c4::doc_4::Romper Stomper (TV series)""]","[3.451021, -2.039149, -6.213411, -9.658388, -10.12595, -10.501774, -10.660725, -10.667401, -10.724033, -10.764919]",1.0,1.0,1.0
dense_cross_encoder,5a7320565542991f9a20c61d,"[""5a7320565542991f9a20c61d::doc_9::Keith Bostic (American football)"", ""5a7320565542991f9a20c61d::doc_5::Jerry Glanville"", ""5a7320565542991f9a20c61d::doc_3::Keith Bostic"", ""5a7320565542991f9a20c61d::doc_2::1987 Pittsburgh Steelers season"", ""5a7320565542991f9a20c61d::doc_6::Portland State Vikings football under Jerry Glanville"", ""5a7320565542991f9a20c61d::doc_4::Mouse Davis"", ""5a7320565542991f9a20c61d::doc_0::Ken Herock"", ""5a8574945542997b5ce3fffb::doc_8::Keith Richards"", ""5ae0bae555429906c02dab08::doc_7::Ralph Garman"", ""5a8c5569554299240d9c2126::doc_9::Gerry Marsden""]","[5.466491, 3.269395, 3.164763, -2.954853, -3.045708, -3.32239, -3.896709, -6.586465, -9.473825, -9.578268]",1.0,1.0,1.0
dense_cross_encoder,5ae32e125542991a06ce9946,"[""5ae32e125542991a06ce9946::doc_5::Kirton, Nottinghamshire"", ""5ae32e125542991a06ce9946::doc_4::Kirton, Suffolk"", ""5ae32e125542991a06ce9946::doc_9::Kirton End"", ""5ae32e125542991a06ce9946::doc_1::Willoughton"", ""5ae32e125542991a06ce9946::doc_8::Borough of Berwick-upon-Tweed"", ""5ae32e125542991a06ce9946::doc_0::Parkridge, Saskatoon"", ""5a88dcf9554299206df2b383::doc_9::Hatton, Warwickshire"", ""5ae32e125542991a06ce9946::doc_3::Boston, Lincolnshire"", ""5ae67dba55429908198fa5f0::doc_5::Marion, Arkansas"", ""5ab8854555429934fafe6e0c::doc_5::Marovoay""]","[6.396986, 4.277387, 3.148902, 1.324594, -2.566661, -2.784556, -3.386892, -3.855972, -4.739123, -4.784369]",0.5,0.333333,1.0
dense_cross_encoder,5adc53f75542996e6852530a,"[""5adc53f75542996e6852530a::doc_2::Ajuga"", ""5adc53f75542996e6852530a::doc_8::Ajugeae"", ""5adc53f75542996e6852530a::doc_7::Cypress-pine"", ""5adc53f75542996e6852530a::doc_3::Cupressus"", ""5adc53f75542996e6852530a::doc_0::Fokienia"", ""5adc53f75542996e6852530a::doc_5::Libocedrus"", ""5adc53f75542996e6852530a::doc_9::Cypress"", ""5adc53f75542996e6852530a::doc_6::Pilgerodendron"", ""5adc53f75542996e6852530a::doc_4::Cedrol"", ""5ac289ff5542996366519a02::doc_4::Brabejum""]","[2.475592, 2.403858, 0.73254, 0.711318, -1.306793, -1.362363, -1.543144, -3.657763, -6.722491, -9.193579]",0.81753,1.0,1.0
dense_cross_encoder,5a8b20335542996c9b8d5fb3,"[""5a8b20335542996c9b8d5fb3::doc_2::1992\u201393 Charlotte Hornets season"", ""5a8b20335542996c9b8d5fb3::doc_9::2014\u201315 Charlotte Hornets season"", ""5a8b20335542996c9b8d5fb3::doc_7::Charlotte Hornets"", ""5a8b20335542996c9b8d5fb3::doc_8::Muggsy Bogues"", ""5a8b20335542996c9b8d5fb3::doc_3::Charlotte Hornets draft history"", ""5a8b20335542996c9b8d5fb3::doc_6::List of Charlotte Hornets seasons"", ""5a8b20335542996c9b8d5fb3::doc_0::Charlotte Hornets all-time roster"", ""5a8b20335542996c9b8d5fb3::doc_4::Ayana Walker"", ""5a8b20335542996c9b8d5fb3::doc_5::2003 WNBA season"", ""5a7320565542991f9a20c61d::doc_4::Mouse Davis""]","[2.462884, 2.124776, 1.445208, 1.157626, 0.061993, 0.002186, -0.25187, -1.155878, -3.431882, -5.414758]",0.877215,1.0,1.0
dense_cross_encoder,5a85fb085542994775f606de,"[""5a85fb085542994775f606de::doc_1::Alien (soundtrack)"", ""5a85fb085542994775f606de::doc_7::Legend (film score)"", ""5a85fb085542994775f606de::doc_9::Lionheart (1987 film)"", ""5a85fb085542994775f606de::doc_4::Aliens (soundtrack)"", ""5a85fb085542994775f606de::doc_3::Innerspace"", ""5a85fb085542994775f606de::doc_5::Mulan (soundtrack)"", ""5a85fb085542994775f606de::doc_2::L.A. Confidential (soundtrack)"", ""5a85fb085542994775f606de::doc_8::Total Recall (1990 film)"", ""5a85fb085542994775f606de::doc_0::Christus Apollo"", ""5ab6a2be554299710c8d1f08::doc_3::Battle Beyond the Stars""]","[5.845391, 5.840385, 4.098784, 4.054574, 3.485587, 2.782099, 2.440114, 2.315503, 2.056926, -4.179776]",0.613147,1.0,0.5
dense_cross_encoder,5a7be2595542997c3ec972ac,"[""5a7be2595542997c3ec972ac::doc_1::Emma Bull"", ""5a7be2595542997c3ec972ac::doc_2::Virginia Woolf"", ""5a7be2595542997c3ec972ac::doc_9::Jane Marcus"", ""5a7be2595542997c3ec972ac::doc_3::Orlando: A Biography"", ""5a7be2595542997c3ec972ac::doc_0::The Mark on the Wall"", ""5a7be2595542997c3ec972ac::doc_8::Moments of Being"", ""5a7f113d55429934daa2fcbe::doc_8::Emma Carney"", ""5a7be2595542997c3ec972ac::doc_5::Jane de Gay"", ""5a7be2595542997c3ec972ac::doc_7::The Duchess and the Jeweller"", ""5a7be2595542997c3ec972ac::doc_4::Me! I'm Afraid of Virginia Woolf""]","[4.332197, 3.890446, -3.019833, -3.473197, -4.621756, -4.956996, -5.058862, -5.108766, -5.685483, -6.612062]",1.0,1.0,1.0
